#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6,4980,3,KE8QCP,-0.3,3,   boost,-0.53,99521,151.26,1.18,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.29,3,   boost,0,99547,149.07,-1.01,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.28,3,   boost,0,99534,150.17,0.08,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.27,3,   boost,-0.53,99546,149.15,-0.93,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.26,3,   boost,0,99547,149.07,-1.01,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.25,3,   boost,0,99525,150.93,0.84,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.24,3,   boost,0,99526,150.84,0.76,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.23,3,   boost,0,99546,149.15,-0.93,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.22,3,   boost,-0.53,99539,149.74,-0.34,0,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.21,3,   boost,0,99529,150.59,0.51,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.2,3,   boost,0,99533,150.25,0.17,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.19,3,   boost,-0.53,99555,148.39,-1.69,0,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.18,3,   boost,0,99540,149.66,-0.42,0,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.17,3,   boost,0,99531,150.42,0.34,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.16,3,   boost,0,99554,148.48,-1.6,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.15,3,   boost,0,99517,151.6,1.52,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.14,3,   boost,-0.53,99536,150,-0.08,0,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.13,3,   boost,0,99530,150.5,0.42,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.12,3,   boost,0,99536,150,-0.08,0,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.11,3,   boost,0,99502,152.87,2.79,0,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.1,3,   boost,-1.06,99516,151.69,1.6,0.01,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.09,3,   boost,0,99557,148.22,-1.86,0.06,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.08,3,   boost,1.06,99535,150.08,0,0.19,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.07,3,   boost,11.66,99554,148.48,-1.6,0.48,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.06,3,   boost,66.79,99695,136.58,-13.5,0.96,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.05,3,   boost,104.96,99602,144.42,-5.66,1.64,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.04,3,   boost,118.21,99544,149.32,-0.76,2.5,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.03,3,   boost,107.61,99509,152.28,2.2,3.43,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.02,3,   boost,94.36,99553,148.56,-1.52,4.38,28.9,8.05,8.01,4.21
6,4980,3,KE8QCP,-0.01,3,   boost,83.22,99562,147.8,-2.28,5.29,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0,3,   boost,73.15,99579,146.37,-3.72,6.14,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0.01,3,   boost,67.85,99486,154.22,4.14,6.96,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0.01,3,   boost,67.85,99486,154.22,4.14,6.96,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,0.02,3,   boost,86.4,99470,155.57,5.49,7.78,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.02,3,   boost,86.4,99470,155.57,5.49,7.78,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.03,3,   boost,90.12,99503,152.78,2.7,8.61,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.04,3,   boost,87.99,99499,153.12,3.04,9.47,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.05,3,   boost,87.46,99482,154.56,4.48,10.34,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.06,3,   boost,87.99,99493,153.63,3.55,11.22,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.07,3,   boost,87.99,99488,154.05,3.97,12.1,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.08,3,   boost,87.99,99486,154.22,4.14,12.98,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.09,3,   boost,89.05,99500,153.04,2.96,13.87,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.1,3,   boost,89.05,99497,153.29,3.21,14.76,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.11,3,   boost,89.59,99508,152.36,2.28,15.65,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.12,3,   boost,90.12,99499,153.12,3.04,16.55,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.13,3,   boost,90.12,99480,154.73,4.65,17.44,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.14,3,   boost,90.12,99513,151.94,1.86,18.35,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.15,3,   boost,90.12,99498,153.21,3.13,19.25,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.16,3,   boost,90.65,99480,154.73,4.65,20.16,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.17,3,   boost,91.71,99481,154.64,4.56,21.07,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.18,3,   boost,91.71,99468,155.74,5.66,21.98,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.19,3,   boost,91.71,99451,157.18,7.1,22.9,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.2,3,   boost,92.24,99477,154.98,4.9,23.82,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.21,3,   boost,92.77,99491,153.8,3.72,24.75,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.22,3,   boost,93.3,99494,153.54,3.46,25.68,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.23,3,   boost,93.83,99497,153.29,3.21,26.61,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.24,3,   boost,93.83,99453,157.01,6.93,27.55,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.25,3,   boost,93.83,99451,157.18,7.1,28.49,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.26,3,   boost,94.36,99438,158.28,8.2,29.43,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.27,3,   boost,94.89,99454,156.92,6.84,30.37,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.28,3,   boost,94.89,99437,158.36,8.28,31.32,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.29,3,   boost,95.42,99428,159.12,9.04,32.28,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.3,3,   boost,95.95,99434,158.61,8.53,33.23,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.31,3,   boost,96.48,99438,158.28,8.2,34.2,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.32,3,   boost,97.01,99434,158.61,8.53,35.16,28.8,8.05,8,4.21
6,4980,3,KE8QCP,0.33,3,   boost,97.01,99425,159.37,9.29,36.13,28.9,8.05,8,4.21
6,4980,3,KE8QCP,0.34,3,   boost,97.54,99437,158.36,8.28,37.1,28.9,8.05,8.03,4.21
6,4980,3,KE8QCP,0.34,3,   boost,97.54,99437,158.36,8.28,37.1,28.9,8.05,8.03,4.21
6,4980,3,KE8QCP,0.35,3,   boost,98.07,99420,159.8,9.72,38.08,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.36,3,   boost,98.07,99373,163.77,13.69,39.06,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.37,3,   boost,98.6,99406,160.98,10.9,40.05,28.9,8.05,8.03,4.21
6,4980,3,KE8QCP,0.38,3,   boost,99.13,99406,160.98,10.9,41.03,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.39,3,   boost,99.13,99402,161.32,11.24,42.03,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.4,3,   boost,99.66,99371,163.94,13.86,43.02,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.41,3,   boost,100.19,99376,163.52,13.44,44.02,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.42,3,   boost,100.72,99388,162.5,12.42,45.02,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.43,3,   boost,100.72,99361,164.79,14.71,46.03,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.44,3,   boost,101.25,99375,163.6,13.52,47.04,28.9,8.05,8.03,4.21
6,4980,3,KE8QCP,0.45,3,   boost,101.78,99348,165.89,15.8,48.06,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.46,3,   boost,101.78,99347,165.97,15.89,49.07,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.47,3,   boost,102.31,99331,167.32,17.24,50.09,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.48,3,   boost,102.84,99325,167.83,17.75,51.12,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.49,3,   boost,102.84,99332,167.24,17.16,52.15,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.5,3,   boost,103.37,99329,167.49,17.41,53.18,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.51,3,   boost,103.9,99300,169.95,19.87,54.21,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.52,3,   boost,103.9,99301,169.86,19.78,55.25,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.53,3,   boost,104.43,99296,170.28,20.2,56.3,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.54,3,   boost,104.96,99284,171.3,21.22,57.34,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.55,3,   boost,104.96,99267,172.74,22.66,58.39,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.56,3,   boost,105.49,99293,170.54,20.46,59.44,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.57,3,   boost,105.49,99237,175.28,25.2,60.5,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.58,3,   boost,106.55,99247,174.43,24.35,61.56,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.59,3,   boost,106.55,99254,173.84,23.76,62.63,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.6,3,   boost,107.08,99237,175.28,25.2,63.69,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.61,3,   boost,107.61,99226,176.21,26.13,64.77,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.62,3,   boost,107.61,99197,178.66,28.58,65.84,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.63,3,   boost,107.61,99220,176.72,26.64,66.92,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.64,3,   boost,108.14,99204,178.07,27.99,68,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.65,3,   boost,108.67,99200,178.41,28.33,69.08,28.8,8.05,8.03,4.21
6,4980,3,KE8QCP,0.66,3,   boost,108.67,99180,180.1,30.02,70.17,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.66,3,   boost,108.67,99180,180.1,30.02,70.17,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.67,3,   boost,109.2,99170,180.95,30.87,71.26,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.68,3,   boost,109.73,99153,182.39,32.31,72.35,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.69,3,   boost,110.26,99111,185.95,35.87,73.45,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.7,3,   boost,110.26,99131,184.26,34.17,74.55,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.71,3,   boost,110.79,99120,185.19,35.11,75.66,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.72,3,   boost,110.79,99112,185.87,35.78,76.77,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.73,3,   boost,111.32,99084,188.24,38.16,77.88,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.74,3,   boost,111.85,99085,188.15,38.07,79,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.75,3,   boost,112.38,99062,190.1,40.02,80.11,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.76,3,   boost,112.38,99057,190.53,40.45,81.24,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.77,3,   boost,112.38,99028,192.99,42.91,82.36,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.78,3,   boost,112.91,99024,193.33,43.25,83.49,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.79,3,   boost,113.44,99016,194,43.92,84.62,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.8,3,   boost,113.44,99027,193.07,42.99,85.76,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.81,3,   boost,113.97,98966,198.25,48.16,86.89,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.82,3,   boost,114.5,98966,198.25,48.16,88.04,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.83,3,   boost,115.03,98970,197.91,47.83,89.18,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.84,3,   boost,115.03,98939,200.54,50.46,90.33,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.85,3,   boost,115.56,98943,200.2,50.12,91.49,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.86,3,   boost,116.09,98927,201.56,51.47,92.64,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.87,3,   boost,116.09,98925,201.72,51.64,93.8,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.88,3,   boost,116.09,98902,203.68,53.6,94.96,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.89,3,   boost,116.62,98893,204.44,54.36,96.13,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.9,3,   boost,116.62,98857,207.5,57.42,97.29,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.91,3,   boost,117.15,98864,206.9,56.82,98.46,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.92,3,   boost,117.68,98871,206.31,56.23,99.64,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.93,3,   boost,117.68,98840,208.94,58.86,100.82,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.94,3,   boost,118.21,98861,207.16,57.08,102,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.95,3,   boost,118.74,98849,208.18,58.1,103.18,28.9,8.05,8.01,4.2
6,4980,3,KE8QCP,0.96,3,   boost,118.74,98825,210.22,60.14,104.36,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.97,3,   boost,118.74,98812,211.32,61.24,105.55,28.8,8.05,8.01,4.2
6,4980,3,KE8QCP,0.98,3,   boost,119.27,98796,212.68,62.6,106.74,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,0.98,3,   boost,119.27,98796,212.68,62.6,106.74,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,0.99,3,   boost,119.27,98780,214.04,63.96,107.94,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1,3,   boost,119.8,98807,211.74,61.66,109.13,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.01,3,   boost,119.8,98787,213.44,63.36,110.33,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.02,3,   boost,120.33,98780,214.04,63.96,111.53,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.03,3,   boost,120.33,98736,217.78,67.7,112.73,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.04,3,   boost,120.33,98746,216.93,66.85,113.94,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.05,3,   boost,120.86,98716,219.48,69.4,115.14,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.06,3,   boost,120.86,98714,219.65,69.57,116.35,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.07,3,   boost,120.86,98702,220.67,70.59,117.56,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.08,3,   boost,121.39,98696,221.18,71.1,118.77,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.09,3,   boost,121.39,98689,221.77,71.69,119.98,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.1,3,   boost,121.39,98674,223.05,72.97,121.2,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.11,3,   boost,121.92,98639,226.03,75.95,122.41,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.12,3,   boost,121.92,98652,224.92,74.84,123.63,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.13,3,   boost,122.45,98631,226.71,76.63,124.86,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.14,3,   boost,122.45,98604,229.01,78.92,126.08,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.15,3,   boost,122.45,98596,229.69,79.61,127.3,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.16,3,   boost,122.98,98605,228.92,78.84,128.53,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.17,3,   boost,122.98,98609,228.58,78.5,129.76,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.18,3,   boost,122.98,98586,230.54,80.46,130.99,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.19,3,   boost,123.51,98562,232.58,82.5,132.22,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.2,3,   boost,123.51,98562,232.58,82.5,133.46,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.21,3,   boost,123.51,98527,235.56,85.48,134.69,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.22,3,   boost,124.04,98492,238.54,88.46,135.93,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.23,3,   boost,124.04,98523,235.9,85.82,137.17,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.24,3,   boost,124.04,98455,241.69,91.61,138.41,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.25,3,   boost,124.04,98447,242.37,92.29,139.65,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.26,3,   boost,124.57,98449,242.2,92.12,140.9,28.9,8.05,8.02,4.21
6,4980,3,KE8QCP,1.27,3,   boost,124.57,98418,244.85,94.76,142.14,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.28,3,   boost,124.57,98402,246.21,96.13,143.38,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.29,3,   boost,124.57,98367,249.19,99.11,144.63,28.8,8.05,8.02,4.21
6,4980,3,KE8QCP,1.3,3,   boost,124.04,98335,251.92,101.84,145.87,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.3,3,   boost,124.04,98335,251.92,101.84,145.87,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.31,3,   boost,124.04,98322,253.03,102.95,147.11,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.32,3,   boost,124.04,98288,255.93,105.85,148.35,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.33,3,   boost,124.04,98286,256.1,106.02,149.59,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.34,3,   boost,124.04,98269,257.55,107.47,150.83,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.35,3,   boost,123.51,98242,259.86,109.78,152.07,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.36,3,   boost,124.04,98211,262.5,112.42,153.31,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.37,3,   boost,124.04,98187,264.55,114.47,154.55,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.38,3,   boost,124.04,98158,267.03,116.95,155.79,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.39,3,   boost,123.51,98113,270.87,120.79,157.03,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.4,3,   boost,123.51,98105,271.56,121.48,158.26,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.41,3,   boost,123.51,98078,273.86,123.78,159.5,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.42,3,   boost,123.51,98075,274.12,124.04,160.73,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.43,3,   boost,123.51,98035,277.54,127.46,161.97,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.44,3,   boost,122.98,98011,279.59,129.51,163.2,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.45,3,   boost,122.98,98004,280.19,130.11,164.43,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.46,3,   boost,122.98,97971,283.01,132.93,165.66,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.47,3,   boost,122.98,97955,284.38,134.3,166.89,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.48,3,   boost,122.45,97924,287.03,136.95,168.12,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.49,3,   boost,122.45,97914,287.89,137.81,169.34,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.5,3,   boost,122.45,97873,291.4,141.32,170.57,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.51,3,   boost,122.45,97871,291.57,141.49,171.79,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.52,3,   boost,121.92,97856,292.85,142.77,173.01,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.53,3,   boost,121.92,97848,293.54,143.46,174.23,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.54,3,   boost,121.39,97826,295.42,145.34,175.44,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.55,3,   boost,121.39,97813,296.54,146.46,176.66,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.56,3,   boost,120.86,97794,298.16,148.08,177.87,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.57,3,   boost,120.86,97751,301.85,151.77,179.08,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.58,3,   boost,120.33,97739,302.88,152.8,180.28,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.59,3,   boost,120.33,97754,301.59,151.51,181.49,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.6,3,   boost,119.8,97704,305.88,155.8,182.69,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.61,3,   boost,119.27,97703,305.96,155.88,183.88,28.8,8.05,8.01,4.21
6,4980,3,KE8QCP,1.62,3,   boost,119.27,97660,309.65,159.57,185.08,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.62,3,   boost,119.27,97660,309.65,159.57,185.08,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.63,3,   boost,119.27,97640,311.37,161.29,186.27,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.64,3,   boost,118.74,97603,314.54,164.46,187.46,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.65,3,   boost,118.74,97601,314.71,164.63,188.65,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.66,3,   boost,118.21,97560,318.23,168.15,189.83,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.67,3,   boost,117.68,97529,320.89,170.81,191.01,28.8,8.05,8.02,4.2
6,4980,3,KE8QCP,1.68,3,   boost,117.15,97510,322.52,172.44,192.18,28.8,8.05,8.02,4.2
