6,1131.266382,579.7619,26.15368795,11464.54714,,,
6.05,1139.82292,577.2857,26.12686255,11409.06649,,,
6.1,1149.339226,580.7143,26.17003945,11509.0058,,,
6.15,1156.959159,575.2857,26.10792516,11375.34182,,,
6.2,1167.444986,581.7143,26.18693716,11554.76719,,,
6.25,1175.078025,576.2857,26.12499535,11421.02742,,,
6.3,1185.583359,585.6667,26.23815716,11678.00102,,,
6.35,1194.186224,583.2381,26.21239803,11623.62311,,,
6.4,1202.797013,586.6667,26.2546641,11722.89019,,,
6.45,1211.414508,584.1905,26.22843112,11667.24199,,,
6.5,1221.95794,593.619,26.33966274,11926.49071,,,
6.55,1230.591893,591.1905,26.31457815,11871.92168,,,
6.6,1241.155136,597.6667,26.39076762,12054.05326,,,
6.65,1250.767754,601.1905,26.432779,12157.57101,,,
6.7,1261.351722,607.7619,26.50793612,12343.03831,,,
6.75,1271.947577,611.3333,26.54964649,12449.33139,,,
6.8,1282.554099,617.9048,26.62276934,12635.61897,,,
6.85,1293.171594,621.5238,26.66391128,12743.64503,,,
6.9,1304.767754,628.1429,26.7358529,12933.06596,,,
6.95,1314.441024,631.7143,26.77517813,13039.22214,,,
7,1326.061871,641.381,26.87546136,13311.29568,,,
7.05,1334.786346,635.9524,26.82406732,13175.12337,,,
7.1,1345.459006,642.5714,26.89308854,13364.62793,,,
7.15,1354.200549,640.1905,26.87221107,13310.23377,,,
7.2,1362.948796,643.7143,26.90964367,13414.61183,,,
7.25,1369.75861,632.2381,26.79713611,13113.91339,,,
7.3,1376.573301,629.6667,26.7729943,13052.50919,,,
7.35,1382.417556,615.1429,26.62309217,12671.13656,,,
7.4,1389.24078,609.5714,26.56520933,12530.40934,,,
7.45,1394.117342,597.9048,26.437966,12226.52842,,,
7.5,1399.97196,589.2857,26.3416812,12005.42395,,,
7.55,1404.853398,571.5714,26.13347209,11545.9061,,,
7.6,1411.691862,565.9524,26.06649278,11406.62277,,,
7.65,1416.579397,548.2381,25.84248654,10952.09218,,,
7.7,1422.447729,536.5238,25.68792811,10656.54907,,,
7.75,1428.318805,521.7619,25.4840629,10285.10479,,,
7.8,1435.173423,510.0952,25.31626368,9996.053644,,,
7.85,1441.052118,495.3333,25.09340123,9630.201496,,,
7.9,1447.91527,483.5714,24.9080508,9343.391289,,,
7.95,1453.80128,465.7143,24.61032525,8907.434612,,,
8,1459.691557,453.9048,24.40315813,8624.195263,,,
8.05,1466.56751,439.0476,24.12927831,8270.842851,,,
8.1,1472.464797,430.2381,23.95996908,8065.171625,,,
8.15,1479.349589,418.4286,23.72365356,7790.769545,,,
8.2,1486.238952,412.619,23.60416232,7660.449863,,,
8.25,1492.147516,403.7619,23.4156296,7458.346222,,,
8.3,1499.046023,404.0476,23.42334655,7472.1886,,,
8.35,1503.976227,398.1905,23.29534464,7340.477129,,,
8.4,1510.882658,401.4762,23.36959635,7424.294481,,,
8.45,1516.805852,398.6667,23.3086874,7364.858478,,,
8.5,1522.732703,401.9524,23.38261623,7447.70511,,,
8.55,1528.663517,402.1905,23.38912237,7459.419208,,,
8.6,1534.597684,405.4762,23.46209067,7542.540622,,,
8.65,1540.535507,402.6667,23.40212679,7482.863705,,,
8.7,1546.476379,405.9524,23.47498512,7566.035233,,,
8.75,1552.420908,406.1905,23.48142855,7577.790678,,,
8.8,1558.3694,406.4286,23.48786957,7589.552075,,,
8.85,1564.320939,403.619,23.42810226,7529.815563,,,
8.9,1570.276745,403.8571,23.43459039,7541.568539,,,
8.95,1576.235294,401.0476,23.37418771,7481.988912,,,
9,1583.192015,404.381,23.44881375,7567.239086,,,
9.05,1588.16367,401.4762,23.3862072,7504.368631,,,
9.1,1595.128619,401.7619,23.39400127,7518.268092,,,
9.15,1601.102103,402,23.40052941,7530.028895,,,
9.2,1607.079244,399.1429,23.33857248,7469.451603,,,2308.95093
9.25,1613.060347,396.2857,23.27588472,7409.05049,,,
9.3,1619.044499,396.5238,23.28251437,7420.787233,,,
9.35,1626.031088,396.7619,23.28935369,7433.563519,,,
9.4,1632.023164,400.0476,23.36402117,7516.412992,,,
9.45,1638.019506,397.1905,23.30153178,7455.95816,,,
9.5,1644.018592,397.4286,23.30815171,7467.717625,,,
9.55,1650.021945,397.6667,23.31476909,7479.48339,,,
9.6,1657.029564,401.0476,23.39154486,7565.696093,,,
9.65,1663.041146,401.2857,23.39810181,7577.494885,,,
9.7,1669.055166,401.5238,23.40465591,7589.298074,,,
9.75,1674.070101,398.619,23.34120936,7526.5989,,,
9.8,1681.095398,402,23.41775668,7612.922694,,,
9.85,1687.12039,402.2381,23.42430308,7624.742862,,,
9.9,1693.149954,402.4762,23.43084713,7636.569637,,,
9.95,1699.182566,402.7143,23.43738851,7648.40144,,,
10,1705.219445,402.9524,23.44392747,7660.239535,,,
10.05,1711.259067,400.0952,23.3820682,7599.60176,,,
10.1,1717.302652,403.4762,23.45804201,7685.0477,,,
10.15,1723.350503,400.619,23.39629749,7624.378646,,,
10.2,1729.401402,400.8571,23.40287915,7636.218768,,,
10.25,1735.456263,401.0952,23.40945829,7648.064874,,,
10.3,1741.514477,401.381,23.4170907,7661.0333,,,
10.35,1747.576349,401.619,23.42366159,7672.888395,,,
10.4,1754.653764,401.9048,23.43150424,7686.917708,,,
10.45,1760.724474,402.1429,23.43807186,7698.788423,,,
10.5,1766.797927,402.4286,23.44568676,7711.779848,,,
10.55,1772.875343,402.6667,23.45224833,7723.661578,,,
10.6,1780.985066,409.2381,23.59702751,7886.664122,,,
10.65,1787.071015,406.3333,23.53557831,7824.522855,,,
10.7,1794.176471,409.7619,23.61116844,7912.71927,,,
10.75,1800.270649,410,23.61761277,7924.667499,,,
10.8,1807.385553,416.5714,23.75830242,8087.722925,,,
10.85,1814.505639,416.8571,23.76586062,8101.913041,,,
10.9,1822.648583,423.4762,23.90423086,8268.152308,,,
10.95,1828.760439,423.7143,23.91046354,8280.207347,,,
11,1835.895763,427.1429,23.98143803,8369.739828,,,
11.05,1842.016154,427.4286,23.98857445,8382.969069,,,
11.1,1849.160317,430.9048,24.05956749,8473.928254,,,
11.15,1855.288936,431.1429,24.06569549,8486.048121,,,
11.2,1862.443462,434.5714,24.13483585,8576.13946,,,
11.25,1867.556842,431.6667,24.07888716,8511.450507,,,
11.3,1872.672966,428.7619,24.02229986,8446.92203,,,
11.35,1877.791527,425.8095,23.96410381,8381.41729,,,
11.4,1882.912831,422.8571,23.90523008,8316.084784,,,
11.45,1888.036879,416.7619,23.78027902,8176.086929,,,
11.5,1892.137763,410.619,23.65108321,8034.662404,,,
11.55,1896.24078,404.4286,23.51770794,7892.920652,,,
11.6,1901.371533,401.4762,23.45362843,7828.899282,,,
11.65,1904.451387,385.7619,23.09428486,7466.322151,,,
11.7,1908.559281,379.619,22.94817691,7329.143347,,,
11.75,1911.641268,367.0476,22.6364493,7045.770733,,,
11.8,1915.751905,360.8571,22.47744924,6910.357402,,,
11.85,1918.836635,348.2381,22.13931469,6631.996104,,,
11.9,1921.92167,335.619,21.78272749,6358.00768,,,
11.95,1925.007924,319.8571,21.30925168,6021.513077,,,
12,1929.124657,313.619,21.11320362,5893.391162,,,
12.05,1931.182871,297.7619,20.58843206,5564.804449,,,
12.1,1935.302042,291.4762,20.37043789,5440.260256,,,
12.15,1938.392258,278.8095,19.9110633,5188.252058,,,
12.2,1942.514782,272.5714,19.6752646,5068.955511,,,
12.25,1945.607132,259.9048,19.17438534,4826.008689,,,
12.3,1949.732399,256.8095,19.04788348,4771.02553,,,
