6,1575.440719,954.0476,29.10280093,22389.8731,,,,,
6.05,1590.452301,958.4762,29.12919651,22536.91846,,,,,
6.1,1603.480951,947.5714,29.08202861,22235.22261,,,,,
6.15,1617.530021,948.9048,29.09353717,22290.90971,,,,,
6.2,1629.58854,937.8095,29.04401949,21982.86753,,,,,
6.25,1642.667784,935.9524,29.03960625,21944.61567,,,,,
6.3,1654.756477,921.7619,28.97293043,21547.4591,,,,,
6.35,1668.879,923.0476,28.98453293,21601.5767,,,,,
6.4,1679.988723,905.6667,28.89880463,21111.77082,,,,,
6.45,1694.146906,910,28.92654712,21253.88718,,,,,
6.5,1706.297775,901.8571,28.88808733,21032.93234,,,,,
6.55,1719.479122,899.9524,28.88266856,20993.55032,,,,,
6.6,1731.661079,888.6667,28.8261665,20682.32877,,,,,
6.65,1744.876257,889.8095,28.8370892,20730.89944,,,,,
6.7,1756.07132,875.3333,28.76098445,20327.20345,,,,,
6.75,1770.338311,879.6667,28.79026635,20468.70643,,,,,
6.8,1782.583054,868.2857,28.73041798,20155.7929,,,,,
6.85,1795.865895,866.3333,28.72392148,20115.30614,,,,,
6.9,1808.14203,854.9524,28.66212337,19803.14149,,,,,
6.95,1820.434014,852.9048,28.65435114,19758.84015,,,,,
7,1831.715331,841.381,28.58927945,19442.17682,,,,,
7.05,1846.091131,845.6667,28.62016799,19581.53351,,,,,
7.1,1857.401707,834.0952,28.55362647,19263.91495,,,,,
7.15,1871.814995,838.4286,28.58524843,19404.49112,,,,,
7.2,1883.154831,829.9524,28.53685901,19175.58988,,,,,
7.25,1896.572996,834.1905,28.56780755,19312.19388,,,,,
7.3,1907.940872,828.8571,28.53860399,19173.11928,,,,,
7.35,1921.392563,833.1429,28.56994228,19311.12807,,,,,
7.4,1933.825968,827.8571,28.54130411,19174.63425,,,,,
7.45,1947.313014,835.2857,28.592193,19402.5208,,,,,
7.5,1958.739714,826.7619,28.54304942,19172.29396,,,,,
7.55,1971.22036,827.8095,28.55395596,19216.6888,,,,,
7.6,1983.716245,825.6667,28.54479312,19170.01619,,,,,
7.65,1996.228284,826.7143,28.55573081,19214.44508,,,,,
7.7,2007.711978,821.3333,28.52559461,19074.18548,,,,,
7.75,2019.208473,822.2381,28.53533405,19113.32391,,,,,
7.8,2030.718379,813.619,28.48386838,18880.9205,,,,,
7.85,2042.242304,811.381,28.47325383,18830.50484,,,,,
7.9,2052.72996,802.619,28.41902337,18593.36091,,,,,
7.95,2064.278878,800.3333,28.40768995,18541.72146,,,,,
8,2074.790003,794.7619,28.37366696,18395.64084,,,,,
8.05,2086.365742,795.7143,28.38408181,18435.98047,,,,,
8.1,2095.846084,780.4286,28.28171207,18013.76637,,,,,
8.15,2107.44651,781.3333,28.29199685,18052.64123,,,,,
8.2,2118.003657,769.2857,28.20971799,17724.35302,,,,,
8.25,2129.629686,770.1905,28.22016428,17763.15159,,,,,
8.3,2139.152697,758.0476,28.13441437,17431.84641,,,,,
8.35,2150.803414,758.9524,28.14502859,17470.56152,,,,,
8.4,2161.407498,750.0476,28.08175057,17232.2659,,,,,
8.45,2173.08473,747.6667,28.06751193,17178.67025,,,,,
8.5,2182.649802,735.4286,27.97580296,16846.56347,,,,,
8.55,2194.352332,736.2857,27.98640228,16883.77197,,,,,
8.6,2203.938129,727.2381,27.91763313,16641.69285,,,,,
8.65,2215.66626,724.8571,27.90226813,16588.45654,,,,,
8.7,2225.272783,715.7619,27.83092917,16345.81131,,,,,
8.75,2237.026212,716.5714,27.84145613,16381.55288,,,,,
8.8,2247.72356,714.0952,27.82438928,16324.65157,,,,,
8.85,2258.432795,711.619,27.80718347,16267.79755,,,,,
8.9,2269.153612,709.0952,27.7894356,16209.66802,,,,,
8.95,2279.886315,709.8571,27.79933931,16242.88284,,,,,
